order_id,date_id,weather_id,traffic_id,area_id,category_id,vehicle_id,agent_id,order_time,pickup_time,order_hour,delivery_time_minutes,pickup_prep_minutes,delivery_distance_km,delivery_speed_kmh,is_delayed
xtaj336748045,33,2,3,1,11,2,345,23:30:00,23:35:00,23,100,5,9.179,5.507,t
fcnb234104812,33,5,3,1,11,3,406,22:25:00,22:30:00,22,50,5,7.683,9.220,t
cxzb232191213,33,4,2,1,11,3,188,21:15:00,21:25:00,21,110,10,7.601,4.146,t
rrbn504016243,33,6,4,1,11,2,208,17:10:00,17:25:00,17,50,15,9.327,11.192,t
akip873768279,33,3,3,1,11,2,342,23:20:00,23:30:00,23,135,10,9.348,4.155,t
scca958483288,33,1,4,4,11,2,22,18:15:00,18:30:00,18,95,15,4.591,2.900,t
vofk307134495,33,1,3,1,11,2,308,08:30:00,08:40:00,8,90,10,3.116,2.077,t
sasz474431868,33,6,3,2,11,3,253,23:45:00,23:50:00,23,100,5,7.653,4.592,t
fign125604421,33,6,2,4,11,3,141,21:55:00,22:00:00,21,110,5,4.561,2.488,t
xdfg079666034,33,2,4,1,11,2,421,17:50:00,17:55:00,17,80,5,7.651,5.738,t
vrtw554141081,33,6,3,1,11,3,349,10:50:00,11:05:00,10,115,15,1.530,0.798,t
uqmg501615523,33,1,1,1,11,3,418,14:00:00,14:15:00,14,180,15,6.290,2.097,t
wwur396570685,33,4,3,1,11,2,401,22:30:00,22:45:00,22,110,15,9.315,5.081,t
mozw762736824,33,3,1,1,11,3,282,11:15:00,11:30:00,11,155,15,1.537,0.595,t
uxcg799081371,33,1,3,4,11,2,22,08:50:00,08:55:00,8,95,5,1.532,0.968,t
dgtc418849904,33,2,1,1,11,3,210,11:45:00,11:55:00,11,100,10,3.105,1.863,t
ltnf425615553,33,6,3,1,11,2,425,22:15:00,22:20:00,22,100,5,7.602,4.561,t
jyke353721498,33,6,1,1,11,3,212,14:00:00,14:05:00,14,110,5,6.290,3.431,t
eurf014601958,33,1,4,1,11,3,308,17:10:00,17:20:00,17,95,10,7.562,4.776,t
atmw486194085,33,5,3,4,11,3,270,08:20:00,08:25:00,8,65,5,1.513,1.397,t
eqym393527377,33,1,1,1,11,2,47,12:10:00,12:25:00,12,155,15,6.209,2.403,t
jxqp001822540,33,6,4,1,11,2,138,17:55:00,18:00:00,17,115,5,4.610,2.405,t
agbj957134010,33,5,1,1,11,2,305,12:35:00,12:45:00,12,120,10,6.232,3.116,t
nkku612207344,33,6,2,1,11,4,285,22:00:00,22:10:00,22,155,10,4.663,1.805,t
xzgj309416489,33,4,4,1,11,4,161,17:40:00,17:50:00,17,110,10,4.718,2.573,t
msoa764132614,33,2,3,1,11,3,233,22:25:00,22:40:00,22,95,15,7.449,4.705,t
pdcc631259402,33,2,3,1,11,3,249,09:15:00,09:25:00,9,95,10,1.558,0.984,t
haah655022606,33,6,2,1,11,2,406,20:45:00,20:50:00,20,165,5,4.597,1.672,t
dxwj046662185,33,3,2,4,11,3,116,20:50:00,21:05:00,20,115,15,4.658,2.430,t
qohe176253582,33,5,3,1,11,2,163,22:40:00,22:45:00,22,90,5,9.075,6.050,t
ijui431995046,33,1,4,1,11,2,165,17:25:00,17:40:00,17,130,15,4.528,2.090,t
ktch079894086,33,6,4,1,11,4,162,17:45:00,17:55:00,17,105,10,4.674,2.671,t
lfqz379369878,33,3,3,1,11,2,323,22:50:00,22:55:00,22,120,5,7.660,3.830,t
uotn824638637,33,2,1,4,11,2,308,13:35:00,13:40:00,13,135,5,6.037,2.683,t
cwyh352350597,33,1,2,1,11,2,188,19:45:00,20:00:00,19,100,15,7.601,4.561,t
flmv997006866,33,1,2,1,11,3,162,20:30:00,20:35:00,20,115,5,7.863,4.102,t
jhgr833553210,33,1,3,1,11,2,20,09:45:00,10:00:00,9,80,15,1.490,1.118,t
dwfa611515771,33,5,3,1,11,3,347,22:45:00,22:55:00,22,70,10,4.675,4.007,t
wsaj333789592,33,3,1,1,11,2,385,13:15:00,13:30:00,13,180,15,6.081,2.027,t
grov048230949,33,6,2,1,11,2,282,21:35:00,21:40:00,21,215,5,9.221,2.573,t
hazl066255470,33,1,1,1,11,3,396,11:35:00,11:50:00,11,165,15,1.515,0.551,t
qvui779958596,33,3,1,3,11,2,404,11:35:00,11:40:00,11,245,5,1.509,0.370,t
peol514735812,33,5,3,1,11,2,44,23:15:00,23:25:00,23,90,10,4.658,3.105,t
hgtk862468747,33,1,4,1,11,2,251,16:00:00,16:15:00,16,130,15,6.037,2.786,t
wyrt570720160,33,2,3,1,11,3,366,09:30:00,09:45:00,9,95,15,3.059,1.932,t
hfax394848258,33,2,3,2,11,3,308,23:40:00,23:50:00,23,95,10,7.646,4.829,t
kiah761210542,33,5,2,1,11,2,155,21:00:00,21:15:00,21,265,15,7.773,1.760,t
bibo801011148,33,5,2,1,11,2,253,21:55:00,22:00:00,21,125,5,4.538,2.178,t
auqo022771867,33,2,4,1,11,2,420,17:25:00,17:35:00,17,135,10,8.938,3.972,t
fwnn055254091,33,1,3,4,11,2,95,10:35:00,10:40:00,10,70,5,3.064,2.626,t
ukdh146637079,33,3,4,1,11,3,246,18:20:00,18:35:00,18,165,15,9.056,3.293,t
lnkp508341350,33,2,1,1,11,2,227,14:25:00,14:35:00,14,170,10,6.218,2.195,t
utef684435368,33,5,3,1,11,2,236,08:55:00,09:05:00,8,95,10,3.065,1.936,t
nmjr970783828,33,6,3,1,11,3,235,09:55:00,10:00:00,9,55,5,3.025,3.300,t
eset948130867,33,1,2,1,11,2,70,20:55:00,21:05:00,20,145,10,7.565,3.130,t
iwbf635597241,33,4,1,4,11,3,421,15:00:00,15:15:00,15,165,15,6.209,2.258,t
iftx794774789,33,5,3,1,11,3,69,11:00:00,11:05:00,11,85,5,2.979,2.103,t
cvos107666396,33,1,3,2,11,2,384,22:30:00,22:40:00,22,115,10,7.448,3.886,t
lpdd790695396,33,2,4,1,11,2,263,18:45:00,19:00:00,18,170,15,7.601,2.683,t
tnvy034535156,33,4,3,1,11,2,325,22:45:00,22:50:00,22,120,5,9.088,4.544,t
qdwe915067963,14,5,2,2,16,3,305,19:55:00,20:00:00,19,95,5,10.881,6.872,t
mozj670710314,14,2,2,4,16,4,345,19:50:00,20:05:00,19,190,15,12.580,3.973,t
ajrd624305771,14,4,2,1,16,2,318,21:55:00,22:10:00,21,180,15,10.757,3.586,t
plrb398948894,14,5,4,1,16,2,44,18:50:00,18:55:00,18,75,5,13.582,10.866,t
hwol347545366,14,6,3,1,16,2,368,22:55:00,23:05:00,22,115,10,12.436,6.488,t
paqd499638041,14,1,3,1,16,3,386,22:15:00,22:25:00,22,140,10,12.417,5.322,t
oxpb459018438,14,3,2,1,16,3,20,21:20:00,21:25:00,21,115,5,12.436,6.488,t
coka448113567,14,3,2,1,16,2,387,20:25:00,20:40:00,20,175,15,12.421,4.259,t
vrav842805484,14,1,2,1,16,3,43,20:10:00,20:15:00,20,220,5,12.257,3.343,t
mrjk286419068,14,5,2,1,16,2,272,22:00:00,22:05:00,22,180,5,10.725,3.575,t
zmaw567281114,14,4,2,1,16,2,137,20:15:00,20:20:00,20,130,5,17.098,7.891,t
vfwv901104215,14,3,3,4,16,2,66,22:20:00,22:30:00,22,85,10,11.008,7.770,t
vdzv579219481,14,3,2,1,16,3,162,21:45:00,21:50:00,21,115,5,13.409,6.996,t
odem032876700,14,1,4,4,16,2,249,18:50:00,19:05:00,18,180,15,12.074,4.025,t
mode850131463,14,1,3,1,16,3,43,22:50:00,23:05:00,22,120,15,12.435,6.218,t
zqmu841831513,14,2,2,1,16,2,406,19:45:00,19:50:00,19,225,5,12.420,3.312,t
arel045088241,14,5,2,1,16,3,232,19:15:00,19:25:00,19,85,10,19.363,13.668,t
ulzr935997768,14,5,2,1,16,2,404,20:00:00,20:05:00,20,125,5,13.972,6.707,t
pkfy789404617,14,2,4,1,16,2,425,17:20:00,17:30:00,17,185,10,13.830,4.485,t
bsdn256186477,14,5,2,1,16,3,42,20:40:00,20:50:00,20,90,10,13.611,9.074,t
chel358812599,14,2,3,1,16,4,282,23:15:00,23:25:00,23,155,10,13.612,5.269,t
qwoa075323042,14,5,2,1,16,2,349,21:30:00,21:35:00,21,125,5,11.918,5.721,t
pfjl227925381,14,1,3,1,16,3,344,23:30:00,23:45:00,23,175,15,19.659,6.740,t
jlsg798334679,14,4,2,2,16,2,336,21:15:00,21:25:00,21,170,10,14.153,4.995,t
yvhb688376596,14,4,4,1,16,3,323,17:55:00,18:00:00,17,155,5,16.903,6.543,t
xolj111817000,14,5,4,1,16,2,185,18:35:00,18:50:00,18,135,15,19.974,8.877,t
zrmp850172081,14,5,4,4,16,2,67,17:40:00,17:50:00,17,65,10,17.074,15.761,t
kvdi144766770,14,2,2,1,16,3,116,21:40:00,21:55:00,21,185,15,10.427,3.382,t
oree560512496,14,6,4,1,16,2,67,17:35:00,17:50:00,17,125,15,16.598,7.967,t
xcvx304442714,14,5,3,1,16,3,367,22:30:00,22:40:00,22,115,10,10.565,5.512,t
lcgd723698042,14,2,2,1,16,2,230,21:10:00,21:25:00,21,210,15,10.641,3.040,t
ewxi563521964,14,4,2,1,16,4,275,19:35:00,19:50:00,19,215,15,12.255,3.420,t
rxot101725147,14,5,4,1,16,4,421,17:45:00,17:50:00,17,125,5,19.976,9.588,t
ywim276739273,14,2,2,1,16,3,162,19:35:00,19:45:00,19,215,10,13.681,3.818,t
uqzj136884081,14,4,3,4,16,2,366,23:00:00,23:10:00,23,75,10,14.153,11.322,t
yyty999371152,14,3,2,4,16,2,234,19:20:00,19:25:00,19,95,5,13.970,8.823,t
ktgs714804772,14,4,3,1,16,4,69,22:35:00,22:45:00,22,90,10,17.298,11.532,t
jezv028997608,14,5,4,4,16,4,269,18:15:00,18:30:00,18,135,15,13.990,6.218,t
tcqn705756891,14,5,4,4,16,2,211,18:35:00,18:40:00,18,85,5,12.161,8.584,t
hjwb653891597,14,2,3,2,16,3,234,23:45:00,00:00:00,23,105,15,10.588,6.050,t
tagy169782724,14,5,4,1,16,3,252,17:20:00,17:25:00,17,145,5,10.906,4.513,t
dmrf118015700,14,2,3,1,16,3,377,23:20:00,23:35:00,23,165,15,13.612,4.950,t
klxx219269432,14,2,2,1,16,2,403,21:10:00,21:20:00,21,260,10,12.293,2.837,t
nodx901505682,14,1,3,1,16,3,96,23:25:00,23:40:00,23,145,15,16.384,6.780,t
tykq924050319,14,2,4,1,16,3,45,18:20:00,18:25:00,18,135,5,16.385,7.282,t
pkza993278358,14,6,2,1,16,2,118,19:10:00,19:15:00,19,120,5,17.298,8.649,t
guzt294416980,14,1,2,1,16,2,162,19:10:00,19:15:00,19,190,5,19.974,6.308,t
upqj012397830,14,6,2,1,16,3,117,20:40:00,20:45:00,20,125,5,13.583,6.520,t
ztpo366691249,14,5,2,4,16,3,68,19:20:00,19:35:00,19,85,15,13.681,9.657,t
botn800344578,14,5,2,1,6,2,270,21:55:00,22:05:00,21,22,10,10.565,28.814,f
dxpp270325088,14,1,2,1,6,2,378,21:40:00,21:55:00,21,47,15,16.721,21.346,t
fpwn325794713,14,6,2,2,6,2,138,22:00:00,22:15:00,22,25,15,20.852,50.045,f
yppz505640571,14,5,2,1,6,3,232,19:35:00,19:45:00,19,23,10,16.721,43.620,f
mymp837328201,14,1,3,1,6,3,334,22:45:00,22:50:00,22,33,5,14.153,25.733,t
leli007597763,14,6,4,4,6,3,95,17:30:00,17:45:00,17,15,15,12.237,48.948,f
cbda431078502,14,2,2,1,6,2,402,21:10:00,21:15:00,21,46,5,19.659,25.642,t
vqsu883511473,14,4,2,1,6,2,383,20:40:00,20:50:00,20,36,10,12.293,20.488,t
ntlc073155035,14,2,4,1,6,2,346,18:25:00,18:30:00,18,46,5,14.022,18.290,t
impo096699448,14,1,4,1,6,2,247,17:20:00,17:25:00,17,36,5,13.974,23.290,t
rwjt473161106,14,2,3,1,6,2,208,22:35:00,22:50:00,22,21,15,10.603,30.294,f
dxxu171623513,14,5,2,1,6,2,374,20:45:00,20:55:00,20,32,10,10.642,19.954,t
fngt500076766,14,2,3,1,6,2,116,22:30:00,22:40:00,22,22,10,16.636,45.371,f
bslz514284237,14,6,4,1,6,2,23,18:40:00,18:50:00,18,31,10,17.075,33.048,t
blye300107132,14,6,4,2,6,2,268,18:45:00,19:00:00,18,27,15,20.208,44.907,f
dclp804261188,14,3,3,1,6,2,163,23:00:00,23:10:00,23,23,10,20.207,52.714,f
jfzg402064320,14,6,2,1,6,2,70,21:00:00,21:05:00,21,28,5,20.181,43.245,f
wind587846229,14,3,4,1,6,2,260,18:55:00,19:05:00,18,32,10,14.153,26.537,t
mkhu744153990,14,1,3,1,6,3,120,22:10:00,22:20:00,22,20,10,19.363,58.089,f
ahey615599922,14,2,2,1,6,2,403,21:55:00,22:05:00,21,48,10,10.706,13.383,t
ltfe227653761,14,2,3,1,6,2,163,22:40:00,22:55:00,22,21,15,10.881,31.089,f
jlnk170439498,14,2,4,1,6,4,138,18:55:00,19:05:00,18,26,10,10.725,24.750,f
joql566212889,14,4,2,1,6,2,264,21:00:00,21:05:00,21,37,5,19.661,31.883,t
ehwv602230521,14,3,3,1,6,3,116,23:35:00,23:45:00,23,15,10,16.635,66.540,f
ovpv306166377,14,2,2,1,6,2,347,19:40:00,19:55:00,19,46,15,12.161,15.862,t
nhyh509612536,14,5,2,1,6,3,19,20:50:00,21:05:00,20,22,15,19.886,54.235,f
uscb585258172,14,4,3,1,6,4,46,22:15:00,22:20:00,22,18,5,12.420,41.400,f
mlne720701575,14,4,2,1,6,3,265,20:55:00,21:00:00,20,32,5,10.711,20.083,t
zaqs710928539,14,5,2,4,6,2,45,19:45:00,19:55:00,19,16,10,12.100,45.375,f
uxss410119387,14,6,4,1,6,3,94,18:40:00,18:45:00,18,29,5,17.097,35.373,f
nklg083365958,14,3,2,1,6,2,354,21:30:00,21:40:00,21,43,10,12.161,16.969,t
fkmm887191527,14,1,3,1,6,3,141,23:30:00,23:45:00,23,23,15,12.464,32.515,f
glsm640302165,14,1,2,4,6,2,95,19:15:00,19:30:00,19,39,15,12.099,18.614,t
lkmb594158960,14,2,2,4,6,2,424,21:20:00,21:25:00,21,47,5,12.117,15.469,t
yuzb668015990,14,5,4,1,6,3,346,18:50:00,18:55:00,18,26,5,19.619,45.275,f
zzsw081148179,14,4,4,4,6,2,366,18:30:00,18:40:00,18,25,10,16.850,40.440,f
dzsm571424738,14,2,4,1,6,3,212,17:25:00,17:40:00,17,26,15,12.162,28.066,f
higy090172464,14,4,2,1,6,2,277,21:25:00,21:40:00,21,38,15,20.852,32.924,t
jhra802866609,14,6,3,1,6,2,117,23:10:00,23:15:00,23,21,5,12.580,35.943,f
edjd639137514,14,6,3,4,6,2,406,22:30:00,22:40:00,22,26,10,10.906,25.168,f
wbiu164715727,14,6,4,1,6,2,189,18:10:00,18:15:00,18,18,5,20.254,67.513,f
izyv243184021,14,4,2,1,6,3,398,21:10:00,21:15:00,21,44,5,16.902,23.048,t
zpnq747826222,14,5,4,4,6,3,287,17:55:00,18:05:00,17,18,10,12.419,41.397,f
difv619281060,14,6,2,1,6,2,283,21:30:00,21:45:00,21,52,15,12.255,14.140,t
gxkx707636439,14,3,4,1,6,3,188,17:50:00,17:55:00,17,24,5,17.079,42.698,f
ygns941176682,14,6,3,4,6,2,117,23:30:00,23:35:00,23,16,5,10.428,39.105,f
xwzx028694957,14,2,3,1,6,3,275,23:15:00,23:25:00,23,39,10,13.616,20.948,t
gsix341797677,14,1,4,1,6,2,309,18:45:00,18:50:00,18,42,5,10.757,15.367,t
zese063197820,14,6,2,1,6,2,67,19:40:00,19:55:00,19,23,15,13.972,36.449,f
ltkp388254313,14,2,4,1,6,4,112,17:40:00,17:45:00,17,31,5,19.974,38.659,t
uuma321781364,14,1,3,1,6,2,323,00:00:00,00:15:00,0,40,15,10.866,16.299,t
duzi691325342,14,5,3,4,6,3,326,22:30:00,22:40:00,22,16,10,19.615,73.556,f
ruja752905712,14,6,2,1,6,3,363,20:15:00,20:20:00,20,41,5,12.418,18.173,t
fdnm813485002,14,1,3,1,6,2,45,23:10:00,23:25:00,23,22,15,12.420,33.873,f
tulc618015663,14,6,4,1,6,2,212,17:35:00,17:40:00,17,26,5,13.681,31.572,f
ccyk057377493,14,1,2,1,6,2,396,19:25:00,19:30:00,19,49,5,20.179,24.709,t
nodf901638947,14,3,3,1,6,3,387,22:50:00,22:55:00,22,15,5,16.721,66.884,f
koux090985222,14,3,3,1,6,2,188,22:50:00,23:05:00,22,20,15,20.443,61.329,f
ewlu277587489,14,4,2,1,6,2,366,21:25:00,21:40:00,21,54,15,10.713,11.903,t
holw419584297,14,2,2,1,6,2,186,22:00:00,22:05:00,22,36,5,12.243,20.405,t
ughr789500609,14,1,4,4,6,2,69,19:00:00,19:05:00,19,33,5,11.917,21.667,t
cmiy697846170,14,5,2,4,15,3,94,21:40:00,21:45:00,21,95,5,12.099,7.641,t
kjoy052193677,14,6,2,4,15,3,161,19:30:00,19:35:00,19,85,5,13.972,9.863,t
kfjq373831395,14,2,2,1,15,3,326,19:20:00,19:35:00,19,180,15,17.098,5.699,t
sdlc436778989,14,4,3,1,15,2,405,23:00:00,23:10:00,23,100,10,20.443,12.266,t
esfy340783096,14,4,3,4,15,2,404,22:30:00,22:40:00,22,145,10,13.631,5.640,t
kxxs780016603,14,2,4,1,15,2,92,17:45:00,17:50:00,17,195,5,11.917,3.667,t
fhry930127869,14,4,3,1,15,3,425,22:15:00,22:25:00,22,135,10,12.435,5.527,t
pynf648197040,14,2,3,1,15,3,314,23:15:00,23:30:00,23,175,15,13.406,4.596,t
ptbr621666420,14,5,4,1,15,2,250,18:35:00,18:45:00,18,160,10,12.161,4.560,t
tfpa917587761,14,4,2,1,15,3,68,19:45:00,19:50:00,19,90,5,10.602,7.068,t
balc576608831,14,1,4,1,15,3,92,18:45:00,19:00:00,18,160,15,12.421,4.658,t
pbkb204358252,14,5,2,4,15,4,253,20:55:00,21:10:00,20,95,15,16.637,10.508,t
wnrj889103407,14,1,3,1,15,2,346,22:45:00,22:55:00,22,210,10,11.008,3.145,t
tdii397111848,14,2,3,1,15,3,188,22:35:00,22:40:00,22,135,5,12.464,5.540,t
vfqb104687397,14,1,3,1,15,3,22,23:25:00,23:30:00,23,100,5,13.764,8.258,t
vhkz380616184,14,1,3,1,15,2,254,22:50:00,23:00:00,22,150,10,13.681,5.472,t
bejh891662378,14,5,2,1,15,3,391,21:10:00,21:25:00,21,170,15,13.970,4.931,t
zwcz821478865,14,1,4,1,15,2,308,18:25:00,18:35:00,18,205,10,13.830,4.048,t
yowc403844731,14,3,3,1,15,2,118,23:40:00,23:50:00,23,105,10,16.635,9.506,t
bcow718828337,14,5,4,4,15,2,326,18:00:00,18:10:00,18,125,10,17.137,8.226,t
sgdf366121977,14,3,4,1,15,2,401,18:35:00,18:50:00,18,130,15,19.619,9.055,t
kjwb576129637,14,2,2,1,15,3,37,19:55:00,20:05:00,19,185,10,17.073,5.537,t
qhqc278254069,14,1,3,1,15,2,287,23:55:00,00:05:00,23,195,10,19.761,6.080,t
evau446476219,14,6,2,3,15,2,264,21:30:00,21:40:00,21,260,10,20.254,4.674,t
yusp024577165,14,3,4,1,15,3,278,18:20:00,18:35:00,18,155,15,12.420,4.808,t
fwfu379392319,14,4,2,1,15,3,235,22:00:00,22:10:00,22,120,10,13.973,6.987,t
bfkc333541881,14,4,2,3,15,2,326,21:15:00,21:25:00,21,235,10,14.022,3.580,t
bogc711739965,14,3,4,1,15,2,404,17:40:00,17:55:00,17,125,15,13.829,6.638,t
igwb614576090,14,1,2,1,15,2,139,19:10:00,19:20:00,19,180,10,19.688,6.563,t
bifq939688689,14,4,4,1,15,2,232,17:40:00,17:45:00,17,130,5,10.705,4.941,t
dgtz950382578,14,2,3,1,15,3,119,23:30:00,23:40:00,23,100,10,13.583,8.150,t
oyax537263939,14,1,4,1,15,2,329,18:50:00,19:00:00,18,205,10,12.420,3.635,t
hjko098785138,14,3,4,1,15,2,96,18:35:00,18:40:00,18,135,5,19.688,8.750,t
hwgu603589325,14,3,4,1,15,2,346,18:50:00,19:05:00,18,215,15,19.976,5.575,t
wzim437919328,14,3,4,1,15,4,320,17:15:00,17:30:00,17,160,15,20.852,7.820,t
vhkc553707054,14,5,2,1,15,3,364,21:40:00,21:45:00,21,75,5,19.883,15.906,t
xrvi777058214,14,2,2,1,15,2,21,21:30:00,21:45:00,21,190,15,10.906,3.444,t
igoc505138563,14,4,4,1,15,2,164,17:25:00,17:35:00,17,105,10,12.294,7.025,t
pleu470926463,14,3,2,1,15,2,119,20:55:00,21:00:00,20,165,5,13.612,4.950,t
acxe723549290,14,5,3,1,15,3,70,22:15:00,22:25:00,22,135,10,13.763,6.117,t
mwvv156085804,14,2,2,1,15,2,185,20:00:00,20:10:00,20,205,10,17.077,4.998,t
hkar243611526,14,1,4,2,15,2,188,18:30:00,18:45:00,18,170,15,13.972,4.931,t
xjpy695712870,14,5,3,1,15,2,253,22:25:00,22:30:00,22,110,5,13.972,7.621,t
dmld916080689,14,5,4,1,15,2,42,18:25:00,18:30:00,18,85,5,17.098,12.069,t
xmbc939077553,14,3,3,1,15,2,325,23:50:00,00:05:00,23,100,15,12.099,7.259,t
hwqx847136962,14,5,3,1,15,4,385,23:15:00,23:30:00,23,80,15,16.660,12.495,t
qqdp500460961,14,2,3,1,15,2,43,23:10:00,23:25:00,23,120,15,10.642,5.321,t
sayf180641932,14,3,3,2,15,4,165,22:35:00,22:50:00,22,85,15,20.206,14.263,t
ijrs563080611,14,1,2,1,15,3,17,19:45:00,19:55:00,19,185,10,19.880,6.448,t
nbto621476639,14,1,2,1,15,2,209,21:15:00,21:30:00,21,240,15,17.074,4.269,t
gsef785568255,14,5,4,1,15,3,287,18:15:00,18:25:00,18,110,10,16.637,9.075,t
ycfm971982053,14,3,3,1,15,2,284,22:15:00,22:25:00,22,145,10,20.206,8.361,t
jdie508552804,14,3,4,1,15,4,42,17:35:00,17:45:00,17,140,10,10.882,4.664,t
hibk800094861,14,6,3,1,15,4,232,23:40:00,23:45:00,23,80,5,16.660,12.495,t
mjxa508626980,14,2,2,1,15,3,348,20:35:00,20:45:00,20,175,10,10.587,3.630,t
uenu850294210,14,5,2,1,15,2,87,20:45:00,20:55:00,20,160,10,12.435,4.663,t
ohey125107230,14,1,2,1,15,2,162,19:35:00,19:45:00,19,180,10,19.363,6.454,t
lyou528718992,14,4,2,1,15,2,360,21:25:00,21:30:00,21,245,5,17.098,4.187,t
uvvq389339705,14,4,2,1,14,3,365,20:40:00,20:50:00,20,140,10,12.417,5.322,t
vzak930805113,14,4,3,1,14,3,349,23:55:00,00:05:00,23,80,10,14.022,10.517,t
eihy643202396,14,2,3,4,14,2,286,22:10:00,22:20:00,22,140,10,17.298,7.413,t
xdnu179403349,14,2,2,1,14,2,249,20:10:00,20:20:00,20,235,10,19.619,5.009,t
umcd241283321,14,6,4,1,14,2,380,18:10:00,18:15:00,18,195,5,12.464,3.835,t
tgtl103850515,14,4,4,1,14,3,418,18:10:00,18:15:00,18,170,5,12.117,4.277,t
rdsq833474929,14,6,2,1,14,2,246,20:15:00,20:30:00,20,235,15,13.406,3.423,t
coeg797177713,14,2,3,1,14,2,388,23:20:00,23:30:00,23,205,10,13.830,4.048,t
wymz748811882,14,4,3,1,14,2,119,23:50:00,00:05:00,23,110,15,12.464,6.799,t
xdhz340461943,14,2,2,1,14,2,164,20:55:00,21:05:00,20,175,10,10.881,3.731,t
dnnl731928453,14,3,4,1,14,4,70,18:25:00,18:30:00,18,145,5,16.636,6.884,t
zarm540351505,14,4,4,1,14,2,266,18:10:00,18:15:00,18,230,5,12.074,3.150,t
ktaw533660218,14,3,3,1,14,2,45,23:25:00,23:40:00,23,95,15,12.464,7.872,t
fjoi780458604,14,4,3,4,14,2,368,22:45:00,22:50:00,22,125,5,10.707,5.139,t
vqjd936355004,14,3,2,1,14,2,67,21:00:00,21:10:00,21,140,10,13.766,5.900,t
qftj839637530,14,5,3,1,14,2,404,22:25:00,22:35:00,22,105,10,10.881,6.218,t
snnj889718873,14,6,2,1,14,3,355,20:50:00,20:55:00,20,205,5,17.298,5.063,t
wgbn856612437,14,5,2,4,14,2,23,21:55:00,22:00:00,21,85,5,19.368,13.672,t
tbxq650819485,14,6,2,1,14,2,266,21:35:00,21:45:00,21,205,10,13.829,4.048,t
syec951249665,14,4,3,1,14,2,254,23:20:00,23:25:00,23,130,5,10.603,4.894,t
xobc758033528,14,2,3,1,14,3,43,23:00:00,23:10:00,23,135,10,14.022,6.232,t
lfue473008373,14,2,2,1,14,2,188,19:40:00,19:45:00,19,200,5,20.183,6.055,t
ouxp951287803,14,4,4,1,14,2,46,17:40:00,17:55:00,17,120,15,19.760,9.880,t
yaud276334044,14,3,4,1,14,2,318,18:10:00,18:15:00,18,155,5,10.881,4.212,t
jzai589442226,14,6,3,1,14,2,117,23:25:00,23:35:00,23,60,10,10.589,10.589,t
yymj600061232,14,4,4,4,14,3,20,17:25:00,17:40:00,17,85,15,10.428,7.361,t
vmko364619064,14,4,4,1,14,2,140,19:00:00,19:05:00,19,85,5,10.723,7.569,t
ufbn917348744,14,4,3,2,14,2,384,22:10:00,22:25:00,22,135,15,17.078,7.590,t
sgki153288960,14,4,2,1,14,3,243,20:55:00,21:10:00,20,165,15,19.620,7.135,t
cqtc909781476,14,1,4,1,14,2,269,18:10:00,18:25:00,18,150,15,19.975,7.990,t
emly821471878,14,4,2,1,14,4,335,19:20:00,19:35:00,19,185,15,17.075,5.538,t
giqs150027714,14,2,4,1,14,3,321,17:15:00,17:30:00,17,190,15,12.234,3.863,t
cgxh803643930,14,2,3,1,14,2,327,23:15:00,23:30:00,23,205,15,16.853,4.933,t
zzlv760051380,14,2,4,1,14,2,279,18:25:00,18:40:00,18,195,15,16.601,5.108,t
ljpu291627875,14,3,4,1,14,2,406,18:10:00,18:15:00,18,170,5,10.881,3.840,t
iguy651613724,14,1,2,1,14,4,368,20:30:00,20:40:00,20,190,10,10.564,3.336,t
gwpu217646367,14,1,4,4,14,2,141,18:00:00,18:15:00,18,160,15,10.867,4.075,t
ecbg581318374,14,3,2,1,14,4,185,21:20:00,21:30:00,21,95,10,14.153,8.939,t
xfqr365348516,14,6,2,1,14,2,139,19:25:00,19:30:00,19,135,5,17.098,7.599,t
bkel362819851,14,4,2,1,14,2,285,19:50:00,20:00:00,19,145,10,13.580,5.619,t
toum330824896,14,4,2,1,14,2,89,19:20:00,19:25:00,19,180,5,10.704,3.568,t
abur772031654,14,4,4,1,14,2,166,18:55:00,19:00:00,18,115,5,12.294,6.414,t
uftw497654369,14,5,3,4,14,3,9,22:55:00,23:00:00,22,180,5,11.008,3.669,t
xohk534667524,14,5,4,1,14,2,250,18:35:00,18:45:00,18,145,10,13.614,5.633,t
cxxd601321631,14,2,2,3,14,2,384,20:20:00,20:25:00,20,260,5,20.253,4.674,t
hiyg838964559,14,4,2,1,14,2,185,20:45:00,20:55:00,20,125,10,13.766,6.608,t
kdpg198108824,14,4,3,4,14,2,404,23:35:00,23:50:00,23,100,15,20.254,12.152,t
jtkq703258067,14,5,4,1,14,3,385,17:25:00,17:30:00,17,90,5,16.904,11.269,t
vvlg946731598,14,1,2,1,14,2,271,20:30:00,20:35:00,20,200,5,16.385,4.916,t
ybwq539101599,14,2,3,1,14,3,187,22:45:00,22:50:00,22,135,5,19.891,8.840,t
dvcm054688600,14,3,4,1,14,2,392,17:10:00,17:25:00,17,175,15,20.852,7.149,t
kqnq296510915,14,3,2,1,14,2,135,21:00:00,21:10:00,21,190,10,19.975,6.308,t
matq833781512,14,6,2,1,14,3,185,19:40:00,19:55:00,19,145,15,16.903,6.994,t
